Level,Date and Time,Source,Event ID,Task Category
Warning,9/4/2019 2:08:26 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-ST7G6K7\Deivid SID (S-1-5-21-2876271845-3438545391-1900302038-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,9/4/2019 2:08:11 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscDataProtection
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,9/4/2019 2:07:51 AM,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Information,9/4/2019 2:07:51 AM,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information,9/4/2019 2:07:50 AM,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
dam
EhStorClass"
Error,9/4/2019 2:07:50 AM,Service Control Manager,7023,None,"The KMS-R@1n service terminated with the following error: 
The parameter is incorrect."
Information,9/4/2019 2:07:49 AM,Microsoft-Windows-WLAN-AutoConfig,10001,None,"WLAN Extensibility Module has successfully started.

Module Path: C:\WINDOWS\System32\bcmihvsrv64.dll
"
Information,9/4/2019 2:07:49 AM,Microsoft-Windows-WLAN-AutoConfig,4000,None,"WLAN AutoConfig service has successfully started.
"
Information,9/4/2019 2:07:47 AM,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,9/4/2019 2:07:46 AM,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,9/4/2019 2:07:46 AM,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,9/4/2019 2:07:46 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'aswMonFlt' (6.0, ‎2019‎-‎07‎-‎29T08:42:33.000000000Z) has successfully loaded and registered with Filter Manager."
Information,9/4/2019 2:07:46 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2084‎-‎07‎-‎24T07:29:44.000000000Z) has successfully loaded and registered with Filter Manager."
Information,9/4/2019 2:07:46 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2105‎-‎08‎-‎07T09:47:26.000000000Z) has successfully loaded and registered with Filter Manager."
Information,9/4/2019 2:07:46 AM,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎2105‎-‎08‎-‎07T09:47:26.000000000Z) unloaded successfully."
Information,9/4/2019 2:07:46 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2105‎-‎08‎-‎07T09:47:26.000000000Z) has successfully loaded and registered with Filter Manager."
Information,9/4/2019 2:07:46 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎1974‎-‎08‎-‎09T15:33:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,9/4/2019 2:07:46 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2027‎-‎07‎-‎25T04:04:32.000000000Z) has successfully loaded and registered with Filter Manager."
Information,9/4/2019 2:07:45 AM,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information,9/4/2019 2:07:45 AM,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration: 0x0, 0"
Information,9/4/2019 2:07:44 AM,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,9/4/2019 2:07:44 AM,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,9/4/2019 2:07:44 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 1901
Maximum performance percentage: 100
Minimum performance percentage: 40
Minimum throttle percentage: 4"
Information,9/4/2019 2:07:44 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 1901
Maximum performance percentage: 100
Minimum performance percentage: 40
Minimum throttle percentage: 4"
Information,9/4/2019 2:07:44 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 1901
Maximum performance percentage: 100
Minimum performance percentage: 40
Minimum throttle percentage: 4"
Information,9/4/2019 2:07:44 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 1901
Maximum performance percentage: 100
Minimum performance percentage: 40
Minimum throttle percentage: 4"
Information,9/4/2019 2:07:42 AM,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Information,9/4/2019 2:07:42 AM,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{c2469c5e-cca2-4fee-946f-5df2920fa5a8} (\Device\HarddiskVolume4) is healthy.  No action is needed.
Warning,9/4/2019 2:07:42 AM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device ACPI\ACPI0008\4&1df6a035&0.
Information,9/4/2019 2:07:42 AM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,9/4/2019 2:07:42 AM,Microsoft-Windows-Kernel-Power,172,(203),"Connectivity state in standby: Disconnected, Reason: NIC compliance"
Information,9/4/2019 2:07:41 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎1977‎-‎09‎-‎12T17:19:34.000000000Z) has successfully loaded and registered with Filter Manager."
Information,9/4/2019 2:07:41 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎2011‎-‎10‎-‎30T17:56:49.000000000Z) has successfully loaded and registered with Filter Manager."
Information,9/4/2019 2:07:41 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'aswSnx' (6.0, ‎2019‎-‎07‎-‎29T08:42:53.000000000Z) has successfully loaded and registered with Filter Manager."
Information,9/4/2019 2:07:41 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'aswSP' (6.1, ‎2019‎-‎06‎-‎20T06:06:15.000000000Z) has successfully loaded and registered with Filter Manager."
Information,9/4/2019 2:07:41 AM,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information,9/4/2019 2:07:39 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎2066‎-‎08‎-‎18T07:23:11.000000000Z) has successfully loaded and registered with Filter Manager."
Information,9/4/2019 2:07:39 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2002‎-‎04‎-‎12T23:36:07.000000000Z) has successfully loaded and registered with Filter Manager."
Information,9/4/2019 2:07:39 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎1989‎-‎07‎-‎13T03:15:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,9/4/2019 2:07:36 AM,Microsoft-Windows-Kernel-General,20,(6),"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,9/4/2019 2:07:36 AM,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,9/4/2019 2:07:36 AM,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,9/4/2019 2:07:36 AM,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,9/4/2019 2:07:36 AM,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,9/4/2019 2:07:36 AM,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was true. The last boot's success status was true.
Information,9/4/2019 2:07:36 AM,Microsoft-Windows-Kernel-Boot,153,(62),Virtualization-based security (policies: 0) is disabled.
Information,9/4/2019 2:07:36 AM,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2019‎-‎09‎-‎04T00:07:36.500000000Z.
Information,9/4/2019 2:07:27 AM,Microsoft-Windows-Kernel-General,13,(2),The operating system is shutting down at system time ‎2019‎-‎09‎-‎04T00:07:27.641560300Z.
Information,9/4/2019 2:07:26 AM,Microsoft-Windows-Kernel-Power,109,(103),"The kernel power manager has initiated a shutdown transition.

Shutdown Reason: Kernel API"
Information,9/4/2019 2:07:25 AM,Microsoft-Windows-WLAN-AutoConfig,4001,None,"WLAN AutoConfig service has successfully stopped.
"
Warning,9/4/2019 2:07:25 AM,Microsoft-Windows-WLAN-AutoConfig,10002,None,"WLAN Extensibility Module has stopped.

Module Path: C:\WINDOWS\System32\bcmihvsrv64.dll
"
Information,9/4/2019 2:07:46 AM,EventLog,6013,None,The system uptime is 9 seconds.
Information,9/4/2019 2:07:46 AM,EventLog,6005,None,The Event log service was started.
Information,9/4/2019 2:07:46 AM,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 18362  Multiprocessor Free.
Information,9/4/2019 2:07:24 AM,Microsoft-Windows-Dhcp-Client,50037,Service State Event,DHCPv4 client service is stopped. ShutDown Flag value is 1
Information,9/4/2019 2:07:24 AM,Microsoft-Windows-Dhcp-Client,50106,Service State Event,DHCPv4 is waiting on DHCPv6 service to stop
Information,9/4/2019 2:07:23 AM,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,9/4/2019 2:07:23 AM,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 client service is stopped. ShutDown Flag value is 1
Information,9/4/2019 2:07:23 AM,Microsoft-Windows-Dhcp-Client,50105,Service State Event,DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
Information,9/4/2019 2:07:23 AM,Microsoft-Windows-Dhcp-Client,50104,Service State Event,DHCPv4 client received shutdown notification
Information,9/4/2019 2:07:24 AM,EventLog,6006,None,The Event log service was stopped.
Information,9/4/2019 2:07:05 AM,Microsoft-Windows-Winlogon,7002,(1102),User Logoff Notification for Customer Experience Improvement Program
Information,9/4/2019 2:07:02 AM,User32,1074,None,"The process C:\Windows\System32\usocoreworker.exe (DESKTOP-ST7G6K7) has initiated the restart of computer DESKTOP-ST7G6K7 on behalf of user NT AUTHORITY\SYSTEM for the following reason: Operating System: Service pack (Planned)
 Reason Code: 0x80020010
 Shutdown Type: restart
 Comment: "
Information,9/4/2019 1:33:35 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,"Installation Started: Windows has started installing the following update: 2019-07 Cumulative Update for .NET Framework 3.5, 4.8 for Windows 10 Version 1903 for x64 (KB4506991)"
Information,9/4/2019 1:33:35 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 2019-06 Security Update for Adobe Flash Player for Windows 10 Version 1903 for x64-based Systems (KB4503308)
Information,9/4/2019 1:33:32 AM,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information,9/4/2019 1:33:29 AM,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information,9/4/2019 1:33:29 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 2019-06 Security Update for Adobe Flash Player for Windows 10 Version 1903 for x64-based Systems (KB4503308)
Information,9/4/2019 1:33:25 AM,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information,9/4/2019 1:33:05 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/4/2019 1:33:05 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/4/2019 1:15:13 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Update for Windows Defender Antivirus antimalware platform - KB4052623 (Version 4.18.1908.5)
Information,9/4/2019 1:15:02 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎2066‎-‎08‎-‎18T07:23:11.000000000Z) has successfully loaded and registered with Filter Manager."
Information,9/4/2019 1:14:55 AM,Microsoft-Windows-FilterManager,1,None,"File System Filter 'WdFilter' (Version 10.0, ‎2073‎-‎10‎-‎13T11:22:50.000000000Z) unloaded successfully."
Information,9/4/2019 1:14:52 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Update for Windows Defender Antivirus antimalware platform - KB4052623 (Version 4.18.1908.5)
Information,9/4/2019 1:14:52 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/4/2019 1:13:53 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.301.430.0)
Information,9/4/2019 1:13:25 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.301.430.0)
Information,9/4/2019 1:12:56 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/4/2019 1:10:00 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9N5CQDPH6SQT-Microsoft.LanguageExperiencePacklv-LV
Information,9/4/2019 1:10:00 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9N5CQDPH6SQT-Microsoft.LanguageExperiencePacklv-LV
Information,9/4/2019 1:09:54 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.LanguageExperiencePacklv-LV_18362.8.16.0_neutral__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,9/4/2019 1:09:48 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:56:36 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NMJCX77QKPX-Microsoft.LanguageExperiencePackru-RU
Information,9/3/2019 11:56:36 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NMJCX77QKPX-Microsoft.LanguageExperiencePackru-RU
Information,9/3/2019 11:56:32 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Deivid\AppData\Local\Packages\Microsoft.LanguageExperiencePackru-RU_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information,9/3/2019 11:56:30 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.LanguageExperiencePackru-RU_18362.10.31.0_neutral__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,9/3/2019 11:56:22 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9WZDNCRDTBJJ-MICROSOFT.GETSTARTED
Information,9/3/2019 11:56:17 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9WZDNCRDTBJJ-MICROSOFT.GETSTARTED
Information,9/3/2019 11:56:11 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9N4D0MSMP0PT-Microsoft.VP9VideoExtensions
Information,9/3/2019 11:56:10 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Getstarted_7.11.22134.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,9/3/2019 11:56:06 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9N4D0MSMP0PT-Microsoft.VP9VideoExtensions
Information,9/3/2019 11:56:03 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Deivid\AppData\Local\Packages\Microsoft.VP9VideoExtensions_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,9/3/2019 11:56:01 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:56:01 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NZKPSTSNW4P-Microsoft.XboxGamingOverlay
Information,9/3/2019 11:55:59 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.VP9VideoExtensions_1.0.21972.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,9/3/2019 11:55:54 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NZKPSTSNW4P-Microsoft.XboxGamingOverlay
Information,9/3/2019 11:55:54 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:52 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:52 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:51 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxGamingOverlay_3.32.20003.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,9/3/2019 11:55:49 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:43 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:43 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9PMMSR1CGPWG-Microsoft.HEIFImageExtension
Information,9/3/2019 11:55:43 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:39 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:39 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:39 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:36 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Deivid\AppData\Local\Packages\Microsoft.HEIFImageExtension_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,9/3/2019 11:55:35 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9PMMSR1CGPWG-Microsoft.HEIFImageExtension
Information,9/3/2019 11:55:35 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:35 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NMPJ99VJBWV-Microsoft.YourPhone
Information,9/3/2019 11:55:31 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.HEIFImageExtension_1.0.21992.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,9/3/2019 11:55:29 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NMPJ99VJBWV-Microsoft.YourPhone
Information,9/3/2019 11:55:28 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Deivid\AppData\Local\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,9/3/2019 11:55:24 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:24 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:24 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:24 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:24 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:21 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.YourPhone_1.19071.901.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,9/3/2019 11:55:17 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:14 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:14 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:14 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:14 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:14 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:14 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:09 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:09 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:09 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:55:09 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NG1H8B3ZC7M-Microsoft.MixedReality.Portal
Information,9/3/2019 11:55:02 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NG1H8B3ZC7M-Microsoft.MixedReality.Portal
Information,9/3/2019 11:54:59 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Deivid\AppData\Local\Packages\Microsoft.MixedReality.Portal_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,9/3/2019 11:54:56 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MixedReality.Portal_2000.19071.1302.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,9/3/2019 11:54:52 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:54:48 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:54:48 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:54:48 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:54:45 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9N5TDP8VCMHS-Microsoft.WebMediaExtensions
Information,9/3/2019 11:54:43 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:54:43 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:54:43 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:54:43 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9N5TDP8VCMHS-Microsoft.WebMediaExtensions
Information,9/3/2019 11:54:37 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Deivid\AppData\Local\Packages\Microsoft.WebMediaExtensions_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information,9/3/2019 11:54:37 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9MZ95KL8MR0L-Microsoft.ScreenSketch
Information,9/3/2019 11:54:34 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:54:34 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:54:34 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9MZ95KL8MR0L-Microsoft.ScreenSketch
Information,9/3/2019 11:54:34 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,9/3/2019 11:54:33 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Deivid\AppData\Local\Packages\Microsoft.ScreenSketch_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,9/3/2019 11:54:31 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WebMediaExtensions_1.0.20875.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
